price,car,mpg,weight,height,length
17643.93754405248,1.0,37.43730982207036,1817.8668292991495,46.96577528432851,169.10848442979724
23476.64963281688,1.0,34.445658854701676,2325.3317671790855,45.70986393811996,211.4477965978749
8489.29116735159,1.0,31.154373678328355,2444.0958412140067,47.99786069218385,157.6516029856079
16156.425718325772,1.0,34.16332887464982,2022.3889100611354,51.519426108527384,203.57450232494705
15187.454695205806,1.0,41.467824042087486,2248.432205876604,49.730851992732504,205.51224983221445
21235.62299656635,1.0,41.62285405531588,3478.340623441957,45.75029871951067,175.21172871263312
15108.231193367808,1.0,35.868895474285026,2387.7786487323415,48.394916524391746,223.69301726636553
24534.38650879482,1.0,39.343576334497286,2313.7049211675917,50.83394642435127,125.9865045053118
18386.47542211361,1.0,37.12351246494891,3225.814065963623,48.31410112074348,204.69008376622517
16433.44422592017,1.0,36.476396411575294,2799.0004931730455,45.15030240785417,140.10876973768174
13465.462810980018,1.0,31.913149239251563,2261.359484002184,47.06672230794662,232.626531727343
14970.279243549534,1.0,44.0013351277289,2983.49474719973,46.971010730423295,180.13741002004068
17462.171435560827,1.0,35.69094974576106,2079.6942214782175,49.129001959633605,192.60958878505315
21344.521779450322,1.0,43.05595401833398,2981.017823365206,47.13912986729254,221.66254673916282
16927.85941736491,1.0,42.66317738745156,1549.0022203790918,48.1958935087909,182.12232233593429
19615.521236013657,1.0,37.352080293962885,2317.533697850386,47.291692752719456,194.30116966136754
15616.511610625286,1.0,44.94747525563769,2188.0744214136125,50.59962156845414,191.19391832259282
14404.689134383729,1.0,33.56637701431106,1377.8081333202385,46.80405995289765,281.5450064290254
22989.03842151472,1.0,39.57835154313855,2188.6253794372224,48.60902654432984,183.01089473111233
22571.08463028562,1.0,35.15816456190143,2141.9070908636286,48.361904443824244,184.6109882476603
22082.35896387435,1.0,45.59557384826079,2475.5563450576637,49.634530151871246,171.39041443048978
15508.061933897467,1.0,36.11499662068906,1701.1027391790938,51.80566972693138,228.55464329837844
15619.666554826512,1.0,44.10181168449355,1915.029042399195,47.62779182504345,150.91909544487453
12962.598670502157,1.0,39.62497109773702,3090.7662865077136,48.665735268186495,201.7718904465692
23274.88788027711,1.0,38.54488831421054,1766.5021025168335,44.30208285539331,136.76593143185065
21847.729066539152,1.0,39.02444157112605,2694.365139783566,46.95111504802832,200.30676379793192
16239.790517028885,1.0,41.69554988986878,2866.5639158278964,42.68381259885193,209.19250811040928
22346.758365477166,1.0,40.09372649689527,2253.544768013184,48.58986574873115,113.37850076817091
17670.6307807285,1.0,42.29099620423557,1901.4976122588384,50.18653173082458,148.95840738057296
